"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice","has.alley","Has.Basement","Has.Fireplace","Has.Garage","Has.Pool","Has.Wood.Deck","Has.Open.Porch","Has.X3Ssn.Porch","Has.Screen.Porch"
"2579",2579,535179050,"20","RL",69,14850,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,5,1957,1957,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,1,"Rec",895,"Unf",0,197,1092,"GasA",2,"Y","other",1092,0,0,1092,1,0,1,0,2,1,2,6,"Typ",1,3,"Attchd",1957,3,1,299,3,"TA","Paved",NA,0,0,5,2006,"WD ","Normal",141000,"0",1,0,0,0,1,0,0,1
"269",269,907290170,"120","other",68,4435,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,3,"TA","PConc",4,3,3,"GLQ",672,"Unf",0,176,848,"GasA",4,"Y","SBrkr",848,0,0,848,1,0,1,0,1,1,3,4,"Typ",0,0,"Attchd",2003,3,2,420,3,"TA","Paved",0,0,0,4,2010,"WD ","Normal",143750,"0",1,1,0,0,1,0,0,0
"2467",2467,528480150,"60","FV",65,8125,"Pave",0,"Lvl","Inside",0,"Somerst","norm","norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,4,1,"Unf",0,"Unf",0,770,770,"GasA",4,"Y","SBrkr",778,798,0,1576,0,0,2,1,3,1,3,6,"Typ",0,0,"Attchd",2006,2,2,614,3,"TA","Paved",0,0,0,8,2006,"New","Partial",197000,"0",1,1,0,0,0,1,0,0
"156",156,535350030,"20","RL",85,10200,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","other","Wd Sdng","BrkFace",104,2,"TA","CBlock",3,3,1,"ALQ",320,"other",362,404,1086,"GasA",3,"Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,2,6,"Typ",0,0,"Attchd",1989,1,2,490,3,"TA","Paved",2,0,0,5,2010,"WD ","Normal",144900,"0",1,1,0,0,0,0,0,0
"2376",2376,527452310,"85","RL",68,7838,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","SFoyer",5,5,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",3,3,3,"ALQ",769,"Unf",0,95,864,"GasA",2,"Y","SBrkr",900,0,0,900,1,0,1,0,3,1,2,6,"Typ",1,1,"Attchd",1967,2,1,288,3,"TA","Paved",NA,0,0,12,2006,"WD ","Normal",123000,"0",1,0,0,0,1,1,0,0
"254",254,906402200,"60","RL",90,12376,"Pave",0,"Lvl","other",0,"SawyerW","norm","norm","1Fam","2Story",7,5,1990,1990,"Hip","CompShg","Plywood","Plywood","None",0,2,"TA","PConc",4,3,2,"GLQ",1470,"Unf",0,203,1673,"GasA",3,"Y","SBrkr",1699,1523,0,3222,1,0,3,0,5,1,3,11,"Typ",2,3,"Attchd",1990,1,3,594,3,"TA","Paved",0,0,0,5,2010,"WD ","Normal",320000,"0",1,0,0,0,1,0,0,0
"988",988,924100040,"20","RL",68,9819,"Pave",1,"Lvl","Inside",1,"Mitchel","norm","norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","other","None",0,2,"TA","PConc",3,3,4,"ALQ",1567,"Unf",0,0,1567,"GasA",2,"Y","SBrkr",1567,0,0,1567,1,0,2,0,2,1,3,5,"Typ",2,3,"Attchd",1977,2,2,714,3,"TA","Paved",0,0,0,5,2009,"WD ","Normal",196000,"0",1,0,0,0,1,1,0,0
"1958",1958,535450220,"20","RL",60,11664,"Pave",0,"Lvl","Inside",0,"NAmes","other","norm","1Fam","1Story",6,5,1948,1950,"Gable","CompShg","other","MetalSd","BrkFace",206,2,"TA","CBlock",3,2,1,"BLQ",336,"Unf",0,746,1082,"GasA",2,"Y","SBrkr",1082,0,0,1082,0,0,1,0,2,1,2,5,"Typ",1,4,"Detchd",1948,1,1,240,3,"TA","Paved",0,0,0,11,2007,"WD ","Normal",119200,"0",1,0,0,0,0,1,0,0
"2281",2281,923204050,"20","RL",94,25286,"Pave",0,"HLS","Inside",1,"Mitchel","norm","norm","1Fam","1Story",4,5,1963,1963,"Gable","CompShg","HdBoard","Plywood","None",0,2,"TA","PConc",3,3,4,"ALQ",633,"Unf",0,431,1064,"GasA",3,"Y","SBrkr",1040,0,0,1040,1,0,1,0,3,1,2,5,"Typ",0,0,"Attchd",1963,1,2,648,3,"TA","Paved",0,0,0,1,2007,"WD ","Normal",132250,"0",1,1,0,0,0,0,0,0
"2356",2356,527376090,"20","RL",78,10140,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","1Story",5,6,1975,1975,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",4,3,1,"ALQ",788,"Unf",0,268,1056,"GasA",4,"Y","SBrkr",1074,0,0,1074,1,0,1,1,3,1,2,6,"Typ",0,0,"Attchd",1975,2,2,495,3,"TA","Paved",NA,0,0,7,2006,"WD ","Normal",153500,"0",1,1,0,0,0,1,0,0
"1354",1354,903401030,"50","RL",60,9144,"Pave",0,"Lvl","Inside",0,"BrkSide","norm","norm","1Fam","1.5Fin",6,4,1915,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","BrkTil",3,3,1,"Unf",0,"Unf",0,810,810,"GasA",4,"Y","SBrkr",1170,546,0,1716,0,0,2,0,4,1,3,8,"Typ",0,0,"Detchd",1970,1,2,672,3,"TA","Paved",0,0,0,3,2008,"WD ","Normal",162500,"1",1,1,0,0,0,1,0,0
"1894",1894,534403290,"60","RL",80,8800,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","2Story",6,7,1964,1997,"Gable","CompShg","other","MetalSd","BrkFace",306,2,"Gd","CBlock",3,3,1,"ALQ",414,"Unf",0,431,845,"GasA",4,"Y","SBrkr",845,1309,0,2154,0,0,2,1,5,1,2,8,"Typ",1,4,"Attchd",1964,2,2,539,3,"TA","Paved",NA,0,0,7,2007,"WD ","Normal",224500,"0",1,0,0,0,0,0,0,1
"1625",1625,527162090,"20","RL",63,7875,"Pave",0,"Lvl","Inside",0,"Gilbert","norm","norm","1Fam","1Story",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,2,"TA","PConc",4,4,1,"Unf",0,"Unf",0,1237,1237,"GasA",3,"Y","SBrkr",1253,0,0,1253,0,0,2,0,3,1,2,6,"Typ",1,3,"Attchd",1995,3,2,402,3,"TA","Paved",0,0,0,6,2007,"WD ","Normal",176000,"0",1,0,0,0,1,1,0,0
"1323",1323,902405070,"70","other",60,10800,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","2Story",7,7,1890,1999,"Gable","CompShg","other","other","None",0,2,"TA","BrkTil",3,3,2,"Unf",0,"Unf",0,1313,1313,"other",3,"Y","SBrkr",1313,1182,0,2495,0,0,2,0,5,1,2,10,"Typ",1,4,"Detchd",1950,1,2,342,3,"Fa","Paved",0,0,0,12,2008,"WD ","Normal",184000,"0",1,0,0,0,0,1,0,0
"2727",2727,905202210,"20","RL",87,13050,"Pave",0,"Low","Inside",1,"ClearCr","norm","norm","1Fam","1Story",5,6,1963,1963,"other","other","other","other","None",0,2,"TA","CBlock",4,3,3,"Rec",104,"other",850,46,1000,"GasA",4,"Y","SBrkr",1000,0,0,1000,1,0,1,0,1,1,2,4,"Typ",2,3,"Attchd",1993,1,2,575,3,"TA","Paved",0,0,0,4,2006,"WD ","Normal",164000,"0",1,0,0,0,1,0,0,0
"2485",2485,531479030,"20","other",60,7800,"Pave",0,"Lvl","other",0,"SawyerW","norm","norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","CBlock",3,3,1,"BLQ",641,"Unf",0,187,828,"GasA",3,"Y","SBrkr",965,0,0,965,1,0,1,0,3,1,2,6,"Typ",0,0,"Detchd",1979,1,1,300,3,"TA","Paved",NA,0,0,7,2006,"WD ","Abnorml",119900,"0",1,1,0,0,1,0,0,0
"1205",1205,534276190,"20","RL",74,7785,"Pave",1,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","SBrkr",1014,0,0,1014,0,0,1,0,2,1,2,6,"Typ",0,0,"Attchd",1956,2,1,267,3,"TA","Paved",2,0,0,3,2008,"WD ","Normal",98000,"0",0,1,0,0,0,0,0,1
"353",353,527146010,"120","RL",57,8013,"Pave",1,"Lvl","other",0,"StoneBr","norm","norm","TwnhsE","1Story",8,5,1995,1996,"Gable","CompShg","other","CmentBd","None",0,3,"TA","PConc",4,3,1,"GLQ",741,"Unf",0,846,1587,"GasA",4,"Y","SBrkr",1734,0,0,1734,1,0,2,0,2,1,3,6,"Typ",0,0,"Attchd",1995,2,2,528,3,"TA","Paved",0,0,0,9,2009,"WD ","Normal",239500,"0",1,1,0,0,1,1,0,0
"250",250,906378100,"20","RL",64,10475,"Pave",1,"Lvl","other",0,"CollgCr","norm","norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","other",72,3,"TA","PConc",4,3,3,"Unf",0,"Unf",0,1694,1694,"GasA",4,"Y","SBrkr",1694,0,0,1694,0,0,2,0,3,1,3,7,"Typ",0,0,"Attchd",2008,2,3,776,3,"TA","Paved",0,0,0,2,2010,"WD ","Normal",245350,"0",1,1,0,0,1,1,0,0
"510",510,528435030,"20","RL",78,9262,"Pave",0,"Lvl","Inside",0,"Somerst","norm","norm","1Fam","1Story",8,5,2008,2009,"Gable","CompShg","other","CmentBd","other",194,3,"TA","PConc",4,3,1,"Unf",0,"Unf",0,1573,1573,"GasA",4,"Y","SBrkr",1578,0,0,1578,0,0,2,0,3,1,4,7,"Typ",1,4,"Attchd",2008,3,3,840,3,"TA","Paved",0,0,0,5,2009,"New","Partial",287090,"0",1,0,0,0,0,1,0,0
"64",64,528382020,"60","RL",92,11764,"Pave",1,"Lvl","other",0,"NoRidge","norm","norm","1Fam","2Story",8,7,1999,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",348,3,"TA","PConc",4,3,1,"GLQ",524,"Unf",0,628,1152,"GasA",4,"Y","SBrkr",1164,1106,0,2270,0,0,2,1,4,1,3,9,"Typ",1,4,"Attchd",1999,3,3,671,3,"TA","Paved",0,0,0,4,2010,"WD ","Normal",290000,"0",1,0,0,0,1,1,0,0
"690",690,535476240,"20","RL",80,7936,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1Story",6,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",0,2,"TA","CBlock",3,3,1,"BLQ",826,"Unf",0,219,1045,"GasA",2,"Y","SBrkr",1045,0,0,1045,1,0,1,0,3,1,2,6,"Typ",1,2,"Attchd",1963,2,1,264,3,"TA","Paved",0,0,0,4,2009,"WD ","Normal",127000,"0",1,0,0,0,0,0,0,0
"1581",1581,916402115,"20","RL",47,12416,"Pave",1,"Lvl","Inside",0,"Timber","norm","norm","1Fam","1Story",6,5,1986,1986,"Gable","CompShg","VinylSd","Plywood","other",132,2,"TA","CBlock",4,2,1,"ALQ",1398,"other",208,0,1606,"GasA",2,"Y","SBrkr",1651,0,0,1651,1,0,2,0,3,1,2,7,"BelowTyp",1,3,"Attchd",1986,3,2,616,3,"TA","Paved",0,0,0,11,2008,"WD ","Normal",184000,"0",1,0,0,0,1,0,0,0
"2183",2183,908186050,"180","other",35,3675,"Pave",0,"Lvl","Inside",0,"Edwards","norm","norm","TwnhsE","SFoyer",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","other",76,2,"TA","PConc",4,3,4,"GLQ",467,"Unf",0,80,547,"GasA",4,"Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,3,5,"Typ",0,0,"Basment",2005,3,2,525,3,"TA","Paved",0,0,0,5,2007,"WD ","Normal",140000,"0",1,1,0,0,0,1,0,0
"457",457,528176030,"20","RL",100,14836,"Pave",1,"HLS","Inside",1,"NridgHt","norm","norm","1Fam","1Story",10,5,2004,2005,"Hip","CompShg","other","CmentBd","other",730,4,"TA","PConc",5,3,4,"GLQ",2146,"Unf",0,346,2492,"GasA",4,"Y","SBrkr",2492,0,0,2492,1,0,2,1,2,1,4,8,"Typ",1,5,"Attchd",2004,3,3,949,3,"TA","Paved",0,0,0,2,2009,"WD ","Abnorml",552000,"0",1,0,0,0,1,1,0,0
"711",711,902206260,"30","other",50,5784,"Pave",0,"Lvl","Inside",0,"OldTown","other","norm","1Fam","1Story",5,8,1938,1996,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",2,3,1,"Unf",0,"Unf",0,190,190,"GasA",3,"Y","other",886,0,0,886,0,0,1,0,2,1,2,4,"Typ",0,0,"Attchd",1938,1,1,273,3,"TA","Paved",0,0,0,12,2009,"WD ","Normal",91300,"0",1,1,0,0,1,1,0,0
"2620",2620,535450100,"50","RL",60,12144,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","1.5Fin",4,6,1950,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,1,"Rec",455,"Unf",0,455,910,"GasA",3,"Y","SBrkr",910,611,0,1521,0,0,1,1,3,1,3,6,"BelowTyp",0,0,"Detchd",1950,1,1,597,2,"TA","Paved",0,0,0,9,2006,"WD ","Normal",147500,"0",1,1,0,0,1,0,0,0
"541",541,531375090,"20","RL",63,13072,"Pave",0,"Lvl","Inside",0,"SawyerW","other","norm","1Fam","1Story",5,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",4,3,1,"Unf",0,"Unf",0,1114,1114,"GasA",4,"Y","SBrkr",1114,0,0,1114,0,0,1,1,3,1,3,6,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Paved",0,0,0,8,2009,"WD ","Normal",142000,"0",1,1,1,0,0,1,0,0
"2756",2756,906382040,"20","RL",73,8990,"Pave",1,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,2,"Unf",0,"Unf",0,1498,1498,"GasA",4,"Y","SBrkr",1498,0,0,1498,0,0,2,0,2,1,3,5,"Typ",0,0,"Attchd",2006,2,2,675,3,"TA","Paved",0,0,0,4,2006,"New","Partial",204900,"0",1,1,0,0,1,1,0,0
"886",886,908102270,"20","RL",75,9937,"Pave",0,"Lvl","other",0,"Edwards","norm","norm","1Fam","1Story",5,7,1964,1999,"Hip","CompShg","other","MetalSd","None",0,2,"Gd","PConc",3,3,1,"BLQ",637,"Unf",0,849,1486,"GasA",4,"Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,2,7,"Typ",0,0,"Detchd",1968,3,2,480,3,"TA","Paved",NA,0,0,3,2009,"WD ","Normal",167000,"0",1,1,0,0,0,0,0,0
"491",491,528292030,"60","RL",68,15896,"Pave",2,"Lvl","other",0,"Gilbert","other","norm","1Fam","2Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",210,3,"TA","PConc",4,3,1,"ALQ",913,"Unf",0,264,1177,"GasA",4,"Y","SBrkr",1223,1089,0,2312,1,0,2,1,4,1,3,8,"Typ",1,3,"BuiltIn",1999,3,3,658,3,"TA","Paved",0,0,0,5,2009,"WD ","Normal",245000,"0",1,0,0,0,1,0,0,0
"2177",2177,908152180,"90","RL",68,9555,"Pave",1,"Lvl","other",0,"Edwards","norm","norm","Duplex","2Story",5,6,1979,1979,"Gable","CompShg","Plywood","Plywood","None",0,2,"TA","other",0,0,0,"No Basement",0,"other",0,0,0,"GasA",2,"Y","SBrkr",1100,1133,0,2233,0,0,2,1,5,2,2,11,"Typ",0,0,"Attchd",1979,3,2,579,3,"Gd","Paved",0,0,0,2,2007,"WD ","Normal",141000,"0",0,1,0,0,0,0,0,0
"1309",1309,902300215,"50","other",100,12665,"Pave",1,"Lvl","Inside",0,"OldTown","other","norm","1Fam","1.5Fin",5,8,1915,1950,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",3,3,2,"Unf",0,"Unf",0,876,876,"GasA",3,"Y","SBrkr",876,540,0,1416,0,0,1,1,4,1,2,7,"Typ",1,4,"Detchd",1949,1,3,720,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",153900,"1",1,0,0,0,1,0,0,0
"1777",1777,528427100,"20","RL",91,11830,"Pave",0,"Lvl","Inside",0,"Somerst","other","norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",164,3,"TA","PConc",4,3,1,"GLQ",1220,"Unf",0,322,1542,"GasA",4,"Y","SBrkr",1542,0,0,1542,1,0,2,0,3,1,3,6,"Typ",1,4,"Attchd",2007,1,3,852,3,"TA","Paved",0,0,0,7,2007,"New","Partial",260261,"0",1,0,0,0,1,1,0,0
"849",849,907194010,"60","RL",79,12420,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"TA","PConc",4,3,1,"GLQ",666,"Unf",0,278,944,"GasA",4,"Y","SBrkr",944,896,0,1840,1,0,2,1,3,1,3,6,"Typ",0,0,"Attchd",2001,2,2,622,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",230000,"0",1,1,0,0,0,1,0,0
"176",176,902125160,"30","other",47,4608,"Pave",0,"Lvl","other",0,"OldTown","other","norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","other","MetalSd","None",0,2,"Gd","CBlock",3,3,1,"Unf",0,"Unf",0,747,747,"GasA",2,"Y","SBrkr",747,0,0,747,0,0,1,0,2,1,2,4,"Typ",0,0,"Attchd",1945,1,1,220,3,"TA","Paved",0,0,0,6,2010,"WD ","Normal",80000,"0",1,1,0,0,0,0,0,0
"713",713,902300090,"190","other",33,4456,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","2fmCon","2Story",4,5,1920,2008,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",3,3,1,"Unf",0,"Unf",0,736,736,"GasA",3,"Y","SBrkr",736,716,0,1452,0,0,2,0,2,3,2,8,"Typ",0,0,"No Garage",1979,0,0,0,0,"No Garage","Unpaved",0,0,0,6,2009,"New","Partial",113000,"0",1,1,1,0,0,0,0,0
"2270",2270,916455150,"20","RL",80,11305,"Pave",0,"Lvl","Inside",0,"Timber","norm","norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","BrkFace",886,3,"TA","PConc",4,3,3,"GLQ",1329,"Unf",0,593,1922,"GasA",4,"Y","SBrkr",1922,0,0,1922,1,0,2,0,2,1,3,6,"Typ",1,5,"Attchd",2002,3,3,692,3,"TA","Paved",0,0,0,4,2007,"WD ","Normal",282000,"0",1,0,0,0,1,1,0,0
"657",657,535376060,"60","RL",60,10800,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","2Story",5,7,1939,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","BrkTil",3,3,1,"Unf",0,"Unf",0,676,676,"GasA",4,"Y","SBrkr",676,676,0,1352,0,1,2,0,4,1,3,7,"Typ",0,0,"Detchd",1939,1,2,720,3,"TA","Paved",0,0,0,8,2009,"WD ","Normal",149000,"0",1,1,0,0,1,0,0,0
"2633",2633,535478070,"20","RL",74,7400,"Pave",0,"Lvl","other",0,"NAmes","other","norm","1Fam","1Story",7,6,1962,1962,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","CBlock",3,3,1,"LwQ",809,"Unf",0,236,1045,"GasA",3,"Y","SBrkr",1045,0,0,1045,1,0,1,0,3,1,2,6,"Typ",0,0,"Detchd",1962,1,2,528,3,"TA","Paved",0,0,0,3,2006,"WD ","Normal",120000,"0",1,1,0,0,0,0,0,0
"379",379,527354200,"20","RL",80,11088,"Pave",0,"Lvl","Inside",0,"NWAmes","norm","norm","1Fam","1Story",6,5,1978,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",144,2,"TA","PConc",3,3,1,"ALQ",832,"Unf",0,308,1140,"GasA",3,"Y","SBrkr",1707,0,0,1707,0,0,2,0,3,1,2,7,"Typ",1,3,"Attchd",1978,3,2,479,3,"TA","Paved",0,0,0,5,2009,"WD ","Normal",184000,"0",1,0,0,0,0,0,0,0
"2811",2811,907410110,"20","RL",84,10084,"Pave",0,"Lvl","Inside",0,"CollgCr","norm","norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,3,"TA","PConc",4,3,3,"GLQ",24,"Unf",0,1528,1552,"GasA",4,"Y","SBrkr",1552,0,0,1552,0,0,2,0,3,1,3,7,"Typ",0,0,"Attchd",2005,2,3,782,3,"TA","Paved",0,0,0,7,2006,"New","Partial",212900,"0",1,1,0,0,1,1,0,0
"2852",2852,909250200,"70","RL",69,4899,"Pave",0,"HLS","other",0,"SWISU","norm","norm","1Fam","2Story",6,8,1920,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","PConc",3,3,1,"BLQ",305,"Unf",0,450,755,"GasA",4,"Y","SBrkr",755,755,0,1510,0,0,1,0,3,1,2,6,"Typ",0,0,"Detchd",1920,1,1,216,3,"TA","Paved",0,0,0,6,2006,"WD ","Normal",149000,"0",1,1,0,0,0,0,0,0
"1362",1362,903454100,"50","other",60,6876,"Pave",0,"Bnk","Inside",0,"IDOTRR","norm","norm","1Fam","1.5Fin",6,6,1938,1958,"Gable","CompShg","other","Wd Sdng","None",0,2,"TA","BrkTil",3,3,1,"Unf",0,"Unf",0,1272,1272,"GasA",2,"Y","SBrkr",1272,0,697,1969,0,0,2,0,4,1,2,9,"BelowTyp",1,4,"Detchd",1938,1,2,400,3,"TA","Paved",0,0,0,11,2008,"other","Normal",141000,"0",1,0,0,0,0,1,0,0
"1540",1540,909425085,"50","RL",70,12392,"Pave",0,"Bnk","Inside",0,"Crawfor","norm","norm","1Fam","1.5Fin",7,9,1950,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"Gd","CBlock",3,4,1,"GLQ",435,"Unf",0,397,832,"GasA",4,"Y","SBrkr",1218,943,0,2161,1,0,2,1,3,1,3,8,"Typ",2,3,"Attchd",1994,3,2,506,3,"TA","Paved",0,0,0,4,2008,"WD ","Normal",263400,"0",1,0,0,0,0,1,0,0
"388",388,527375100,"20","RL",68,9373,"Pave",1,"Lvl","other",0,"NWAmes","other","norm","1Fam","1Story",5,7,1975,1975,"Gable","CompShg","HdBoard","HdBoard","BrkFace",161,2,"TA","CBlock",4,3,3,"ALQ",1333,"other",168,120,1621,"GasA",2,"Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,2,7,"Typ",2,2,"Attchd",1975,2,2,478,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",213000,"0",1,0,0,0,0,0,0,1
"1100",1100,528315110,"60","RL",80,9200,"Pave",0,"Lvl","Inside",0,"NoRidge","norm","norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",473,3,"TA","PConc",4,3,1,"GLQ",986,"Unf",0,484,1470,"GasA",3,"Y","SBrkr",1470,1160,0,2630,1,0,2,1,4,1,3,8,"Typ",1,3,"Attchd",1998,3,3,696,3,"TA","Paved",0,0,0,6,2008,"WD ","Normal",315000,"0",1,0,0,0,0,1,0,0
"407",407,527451640,"160","other",21,1680,"Pave",0,"Lvl","Inside",0,"BrDale","norm","norm","Twnhs","2Story",6,8,1972,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",510,2,"TA","CBlock",3,3,1,"ALQ",162,"Unf",0,321,483,"GasA",3,"Y","SBrkr",483,504,0,987,0,0,1,1,2,1,3,5,"Typ",0,0,"Detchd",1972,1,1,264,3,"TA","Paved",0,0,0,5,2009,"WD ","Normal",118000,"0",1,1,0,0,1,0,0,0
"2532",2532,534201130,"80","RL",75,9750,"Pave",0,"Lvl","Inside",0,"NAmes","norm","norm","1Fam","SLvl",5,5,1967,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"TA","PConc",3,3,3,"ALQ",400,"other",480,100,980,"GasA",3,"Y","SBrkr",980,0,0,980,0,0,2,0,3,1,2,6,"Typ",0,0,"Attchd",1967,3,1,384,3,"TA","Paved",0,0,0,10,2006,"WD ","Normal",135500,"0",1,1,0,0,1,0,0,0
"101",101,533221090,"160","FV",68,2117,"Pave",0,"Lvl","Inside",0,"Somerst","norm","norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","other","MetalSd","BrkFace",216,3,"TA","PConc",4,3,1,"GLQ",378,"Unf",0,378,756,"GasA",4,"Y","SBrkr",769,804,0,1573,0,0,2,1,3,1,3,5,"Typ",0,0,"Detchd",2000,1,2,440,3,"TA","Paved",0,0,0,6,2010,"WD ","Normal",177500,"0",1,1,0,0,0,1,0,0
"661",661,535381040,"50","RL",60,10410,"Pave",0,"Lvl","Inside",0,"OldTown","norm","norm","1Fam","1.5Fin",4,5,1915,1950,"Gable","CompShg","other","MetalSd","None",0,2,"TA","BrkTil",3,3,1,"Unf",0,"Unf",0,1313,1313,"GasA",2,"Y","SBrkr",1313,0,1064,2377,0,0,2,0,3,1,3,8,"BelowTyp",1,3,"Detchd",1954,1,2,528,3,"TA","Paved",0,0,0,6,2009,"WD ","Normal",142900,"1",1,0,0,0,0,0,0,0
"2495",2495,532378070,"20","RL",68,13526,"Pave",1,"Lvl","other",0,"Sawyer","norm","norm","1Fam","1Story",5,6,1965,1965,"Hip","CompShg","HdBoard","Plywood","BrkFace",114,2,"TA","CBlock",3,3,1,"BLQ",560,"other",375,0,935,"GasA",2,"Y","SBrkr",935,0,0,935,1,0,1,0,3,1,2,5,"Typ",0,0,"Attchd",1965,1,1,288,3,"TA","Paved",NA,0,0,11,2006,"WD ","Normal",137000,"0",1,1,0,0,1,0,0,0
